index,Paper Title,Year,Author,Citation,Publisher,Xref-Year,DOI,Authors,References,Type,Outlet,Abstract,Xref-Title,Xref-DOI
613,Effects of hand representations for typing in virtual reality,2018,J Grubert,65,IEEE,2018,10.1109/vr.2018.8446250,"[{""given"": ""Jens"", ""family"": ""Grubert"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Lukas"", ""family"": ""Witzani"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Eyal"", ""family"": ""Ofek"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Michel"", ""family"": ""Pahud"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Matthias"", ""family"": ""Kranz"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Per Ola"", ""family"": ""Kristensson"", ""sequence"": ""additional"", ""affiliation"": []}]",50,proceedings-article,2018 IEEE Conference on Virtual Reality and 3D User Interfaces (VR),,effects of hand representations for typing in virtual reality,10.1109/vr.2018.8446250
614,Effects of keyboard background on mobile text entry,2018,A Yadav,3,ACM,2018,10.1145/3282894.3282905,"[{""given"": ""Ashish"", ""family"": ""Yadav"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Human-Computer Interaction Group, University of California, Merced, Merced, CA, USA""}]}, {""given"": ""Ahmed Sabbir"", ""family"": ""Arif"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Human-Computer Interaction Group, University of California, Merced, Merced, CA, USA""}]}]",31,proceedings-article,Proceedings of the 17th International Conference on Mobile and Ubiquitous Multimedia,,effects of keyboard background on mobile text entry,10.1145/3282894.3282905
615,Effects of text input methods on performance in operating handheld devices between young and elderly users,2020,AH Wang,1,Elsevier BV,2020,10.1016/j.displa.2020.101974,"[{""given"": ""An-Hsiang"", ""family"": ""Wang"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Hsin-Yu"", ""family"": ""Lin"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Sheng-He"", ""family"": ""Xiao"", ""sequence"": ""additional"", ""affiliation"": []}]",19,journal-article,Displays,,effects of text input methods on performance in operating handheld devices between young and elderly users,10.1016/j.displa.2020.101974
616,Effects of WER on ASR Correction Interfaces for Mobile Text Entry,2019,C Murad,0,ACM,2019,10.1145/3338286.3344404,"[{""given"": ""Christine"", ""family"": ""Murad"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""University of Toronto, TAGlab, Department of Computer Science, Toronto, ON, Canada""}]}, {""given"": ""Cosmin"", ""family"": ""Munteanu"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of Toronto, TAGlab and University of Toronto Mississauga, ICCIT, Toronto, ON, Canada""}]}, {""given"": ""Wolfgang"", ""family"": ""Stuerzlinger"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""School of Interactive Arts + Technology (SIAT), Simon Fraser University, Vancouver, BC, Canada""}]}]",12,proceedings-article,Proceedings of the 21st International Conference on Human-Computer Interaction with Mobile Devices and Services,,effects of wer on asr correction interfaces for mobile text entry,10.1145/3338286.3344404
617,Efficient eye typing with 9-direction gaze estimation,2018,C Zhang,31,Springer Science and Business Media LLC,2017,10.1007/s11042-017-5426-y,"[{""given"": ""Chi"", ""family"": ""Zhang"", ""sequence"": ""first"", ""affiliation"": []}, {""ORCID"": ""http://orcid.org/0000-0003-2734-915X"", ""authenticated-orcid"": false, ""given"": ""Rui"", ""family"": ""Yao"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Jinpeng"", ""family"": ""Cai"", ""sequence"": ""additional"", ""affiliation"": []}]",32,journal-article,Multimedia Tools and Applications,,efficient eye typing with 9 direction gaze estimation,10.1007/s11042-017-5426-y
618,Efficient Speech-Recognition Error-Correction Interface for Japanese Text Entry on Smartwatches,2019,R Toba,2,ACM,2019,10.1145/3338286.3340124,"[{""given"": ""Ryotaro"", ""family"": ""Toba"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Doshisha University, Kyoto, Japan""}]}, {""given"": ""Tsuneo"", ""family"": ""Kato"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Doshisha University, Kyoto, Japan""}]}, {""given"": ""Seiichi"", ""family"": ""Yamamoto"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Doshisha University, Kyoto, Japan""}]}]",14,proceedings-article,Proceedings of the 21st International Conference on Human-Computer Interaction with Mobile Devices and Services,,efficient speech recognition error correction interface for japanese text entry on smartwatches,10.1145/3338286.3340124
619,Efficient Typing on Ultrasmall Touch Screens With In Situ Decoder and Visual Feedback,2021,KB Min,0,Institute of Electrical and Electronics Engineers (IEEE),2021,10.1109/access.2021.3081173,"[{""ORCID"": ""http://orcid.org/0000-0003-3180-4426"", ""authenticated-orcid"": false, ""given"": ""Ku Bong"", ""family"": ""Min"", ""sequence"": ""first"", ""affiliation"": []}, {""ORCID"": ""http://orcid.org/0000-0002-7734-822X"", ""authenticated-orcid"": false, ""given"": ""Jinwook"", ""family"": ""Seo"", ""sequence"": ""additional"", ""affiliation"": []}]",57,journal-article,IEEE Access,,efficient typing on ultrasmall touch screens with in situ decoder and visual feedback,10.1109/access.2021.3081173
620,Eloquent: Improving Text Editing for Mobile,2021,S Jenson,0,ACM,2021,10.1145/3474349.3480178,"[{""given"": ""Scott"", ""family"": ""Jenson"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Google, United States""}]}, {""given"": ""Olivier"", ""family"": ""Bau"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""32al, United States""}]}]",8,proceedings-article,The Adjunct Publication of the 34th Annual ACM Symposium on User Interface Software and Technology,,eloquent improving text editing for mobile,10.1145/3474349.3480178
621,EmoKey: An emotion-aware smartphone keyboard for mental health monitoring,2019,S Ghosh,18,IEEE,2019,10.1109/comsnets.2019.8711078,"[{""given"": ""Surjya"", ""family"": ""Ghosh"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Sumit"", ""family"": ""Sahu"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Niloy"", ""family"": ""Ganguly"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Bivas"", ""family"": ""Mitra"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Pradipta"", ""family"": ""De"", ""sequence"": ""additional"", ""affiliation"": []}]",16,proceedings-article,2019 11th International Conference on Communication Systems &amp; Networks (COMSNETS),,emokey an emotion aware smartphone keyboard for mental health monitoring,10.1109/comsnets.2019.8711078
622,Emotion detection from touch interactions during text entry on smartphones,2019,S Ghosh,31,Elsevier BV,2019,10.1016/j.ijhcs.2019.04.005,"[{""ORCID"": ""http://orcid.org/0000-0002-0226-0733"", ""authenticated-orcid"": false, ""given"": ""Surjya"", ""family"": ""Ghosh"", ""sequence"": ""first"", ""affiliation"": []}, {""ORCID"": ""http://orcid.org/0000-0003-3301-1016"", ""authenticated-orcid"": false, ""given"": ""Kaustubh"", ""family"": ""Hiware"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Niloy"", ""family"": ""Ganguly"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Bivas"", ""family"": ""Mitra"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Pradipta"", ""family"": ""De"", ""sequence"": ""additional"", ""affiliation"": []}]",44,journal-article,International Journal of Human-Computer Studies,,emotion detection from touch interactions during text entry on smartphones,10.1016/j.ijhcs.2019.04.005
623,Enabling input on tiny/headless systems using morse code,2020,AM Gueorguieva,4,,,,,,,,,,
624,Enabling Predictive Number Entry and Editing on Touchscreen-Based Mobile Devices,2020,L Pandey,2,ACM,2020,10.1145/3343413.3377957,"[{""given"": ""Laxmi"", ""family"": ""Pandey"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""University of California, Merced, Merced, CA, USA""}]}, {""given"": ""Azar"", ""family"": ""Alizadeh"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of California, Merced, Merced, CA, USA""}]}, {""given"": ""Ahmed Sabbir"", ""family"": ""Arif"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""University of California, Merced, Merced, CA, USA""}]}]",29,proceedings-article,Proceedings of the 2020 Conference on Human Information Interaction and Retrieval,,enabling predictive number entry and editing on touchscreen based mobile devices,10.1145/3343413.3377957
625,Enabling Text Translation Using the Suggestion Bar of a Virtual Keyboard,2020,L Pandey,0,IEEE,2020,10.1109/smc42975.2020.9282879,"[{""given"": ""Laxmi"", ""family"": ""Pandey"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Ahmed Sabbir"", ""family"": ""Arif"", ""sequence"": ""additional"", ""affiliation"": []}]",18,proceedings-article,"2020 IEEE International Conference on Systems, Man, and Cybernetics (SMC)",,enabling text translation using the suggestion bar of a virtual keyboard,10.1109/smc42975.2020.9282879
626,Enhancing Braille Code Conversion to Text in Multiple Languages,2020,SAK Felix,0,i-manager Publications,2020,10.26634/jdp.8.2.18180,"[{""given"": ""S."", ""family"": ""AROCKIA KINSELY FELIX"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""P."", ""family"": ""DEEPIKA"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""K."", ""family"": ""SHANMUGAM"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""S."", ""family"": ""GEETHA"", ""sequence"": ""additional"", ""affiliation"": []}, {""name"": ""Department of Computer Science and Engineering, SRM Valliammai Engineering College, Kattankulathur, Tamil Nadu, India."", ""sequence"": ""additional"", ""affiliation"": []}, {""name"": ""Department of Computer Science and Engineering, SRM Valliammai Engineering College, Kattankulathur, Tamil Nadu, India."", ""sequence"": ""additional"", ""affiliation"": []}, {""name"": ""Department of Computer Science and Engineering, SRM Valliammai Engineering College, Kattankulathur, Tamil Nadu, India."", ""sequence"": ""additional"", ""affiliation"": []}, {""name"": ""Department of Computer Science and Engineering, SRM Valliammai Engineering College, Kattankulathur, Tamil Nadu, India."", ""sequence"": ""additional"", ""affiliation"": []}]",18,journal-article,i-manager's Journal on Digital Signal Processing,,enhancing braille code conversion to text in multiple languages,10.26634/jdp.8.2.18180
627,Enhancing the composition task in text entry studies: Eliciting difficult text and improving error rate calculation,2021,D Gaines,1,ACM,2021,10.1145/3411764.3445199,"[{""given"": ""Dylan"", ""family"": ""Gaines"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""Computer Science Michigan Technological University, United States""}]}, {""given"": ""Per Ola"", ""family"": ""Kristensson"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Department of Engineering University of Cambridge, United Kingdom""}]}, {""given"": ""Keith"", ""family"": ""Vertanen"", ""sequence"": ""additional"", ""affiliation"": [{""name"": ""Michigan Technological University, United States""}]}]",10,proceedings-article,Proceedings of the 2021 CHI Conference on Human Factors in Computing Systems,,enhancing the composition task in text entry studies eliciting difficult text and improving error rate calculation,10.1145/3411764.3445199
628,Entry and selection methods for specifying dates in mobile context,2018,AK Türkcan,1,Springer International Publishing,2018,10.1007/978-3-319-91250-9_8,"[{""given"": ""A. K\u00fcr\u015fad"", ""family"": ""T\u00fcrkcan"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""P\u0131nar"", ""family"": ""Onay Durdu"", ""sequence"": ""additional"", ""affiliation"": []}]",25,book-chapter,Lecture Notes in Computer Science,,entry and selection methods for specifying dates in mobile context,10.1007/978-3-319-91250-9_8
629,Ethical Issues in Probabilistic Text Entry,2021,D McMenemy,0,ACM,2021,10.1145/3447404.3447421,"[{""given"": ""David"", ""family"": ""McMenemy"", ""sequence"": ""first"", ""affiliation"": []}]",4,other,Intelligent Computing for Interactive System Design,,ethical issues in probabilistic text entry,10.1145/3447404.3447421
630,Evaluating regular and speech-based text entry for creation of smartphone based addresses,2020,M Twengström,0,,,,,,,,,,
631,Evaluating text entry in virtual reality using a touch-sensitive physical keyboard,2019,A Otte,8,IEEE,2019,10.1109/ismar-adjunct.2019.000-4,"[{""given"": ""Alexander"", ""family"": ""Otte"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Daniel"", ""family"": ""Schneider"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Tim"", ""family"": ""Menzner"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Travis"", ""family"": ""Gesslein"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Philipp"", ""family"": ""Gagel"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Jens"", ""family"": ""Grubert"", ""sequence"": ""additional"", ""affiliation"": []}]",50,proceedings-article,2019 IEEE International Symposium on Mixed and Augmented Reality Adjunct (ISMAR-Adjunct),,evaluating text entry in virtual reality using a touch sensitive physical keyboard,10.1109/ismar-adjunct.2019.000-4
632,Evaluation of a visual programming keyboard on touchscreen devices,2018,I Almusaly,4,IEEE,2018,10.1109/vlhcc.2018.8506557,"[{""given"": ""Islam"", ""family"": ""Almusaly"", ""sequence"": ""first"", ""affiliation"": []}, {""given"": ""Ronald"", ""family"": ""Metoyer"", ""sequence"": ""additional"", ""affiliation"": []}, {""given"": ""Carlos"", ""family"": ""Jensen"", ""sequence"": ""additional"", ""affiliation"": []}]",22,proceedings-article,2018 IEEE Symposium on Visual Languages and Human-Centric Computing (VL/HCC),,evaluation of a visual programming keyboard on touchscreen devices,10.1109/vlhcc.2018.8506557
634,Evaluation of Model-based Optimized Touchscreen Keyboard for Older Adults with Hand Tremor,2020,S Sarcar,0,ACM,2020,10.1145/3431656.3431658,"[{""given"": ""Sayan"", ""family"": ""Sarcar"", ""sequence"": ""first"", ""affiliation"": [{""name"": ""University of Tsukuba, Japan""}]}]",15,proceedings-article,6th International ACM In-Cooperation HCI and UX Conference,,evaluation of model based optimized touchscreen keyboard for older adults with hand tremor,10.1145/3431656.3431658
